SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP03786,MSI,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 3050 4GB,16.0,FHD,2.4,macOS,Gaming Series,4.1,Yes,119000
LTP03787,MSI,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4060 8GB,17.3,QHD,2.7,Linux,Gaming Series,3.3,No,189000
LTP03788,MSI,Ultrabook,i3-1115G4,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.9,Windows 10,Ultrabook,5.3,No,85000
LTP03789,Realme,Ultrabook,Ryzen 5 5500U,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.9,macOS,Ultrabook,5.8,No,61000
LTP03790,Apple,Netbook,Apple M2 Pro,4GB,256GB SSD,Integrated,11.6,Retina,1.1,macOS,Netbook,17.8,No,45126
LTP03791,HP,Notebook,Ryzen 5 5500U,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 10,Notebook,7.2,No,64000
LTP03792,Samsung,Notebook,Ryzen 7 5700U,4GB,512GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,8.9,No,56000
LTP03793,Samsung,Notebook,Ryzen 9 5900HX,8GB,256GB SSD,Integrated,15.6,FHD,2.0,Windows 10,Notebook,9.2,No,69000
LTP03794,Lenovo,Ultrabook,Ryzen 9 5900HX,16GB,256GB SSD,Integrated,13.3,FHD,1.1,Linux,Ultrabook,5.7,No,66000
LTP03795,MSI,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.6,Windows 11,Gaming Series,4.6,No,145000
LTP03796,MSI,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,11.6,HD,1.0,DOS,Netbook,9.8,No,42000
LTP03797,Acer,Ultrabook,i7-1255U,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.5,Linux,Ultrabook,7.6,Yes,81000
LTP03798,Lenovo,Notebook,i3-1215U,32GB,1TB SSD,MX550 2GB,15.6,FHD,1.8,macOS,Notebook,5.5,Yes,82000
LTP03799,Avita,Gaming Series,i7-12700H,16GB,2TB SSD,GTX 1650 4GB,16.0,FHD,2.0,macOS,Gaming Series,6.0,No,117000
LTP03800,Realme,Notebook,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,macOS,Notebook,8.5,No,68000
LTP03801,Realme,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.1,Windows 11,Netbook,6.6,No,19000
LTP03802,Realme,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 4050 6GB,16.0,FHD,2.7,Windows 10,Gaming Series,5.3,No,91000
LTP03803,Avita,Notebook,i5-1135G7,16GB,1TB SSD,Integrated,15.6,FHD,2.1,Windows 10,Notebook,5.7,No,58000
LTP03804,Avita,Business Series,i5-1235U,8GB,2TB SSD,Integrated,15.6,FHD,1.6,Windows 11,Business Series,7.5,No,72000
LTP03805,ASUS,Netbook,i3-1115G4,4GB,256GB HDD,Integrated,13.3,HD,1.1,Windows 11,Netbook,9.6,No,23000
LTP03806,Microsoft,Notebook,Ryzen 3 3250U,4GB,512GB SSD,Integrated,15.6,QHD,2.1,Windows 10,Notebook,6.1,No,72000
LTP03807,Apple,Gaming Series,Apple M1,64GB,1TB SSD,Integrated,17.3,Retina,2.4,macOS,Gaming Series,16.1,No,196000
LTP03808,Microsoft,Notebook,i3-1215U,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Notebook,9.9,No,86000
LTP03809,Avita,Gaming Series,Ryzen 9 5900HX,16GB,1TB SSD,RTX 3060 6GB,17.3,QHD,2.3,Windows 10,Gaming Series,3.3,No,104000
LTP03810,MSI,Business Series,Ryzen 7 5700U,16GB,2TB SSD,MX550 2GB,15.6,QHD,1.8,Windows 11,Business Series,6.7,No,129000
LTP03811,MSI,Notebook,Ryzen 9 5900HS,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.7,Linux,Notebook,6.4,No,91000
LTP03812,Microsoft,Notebook,Ryzen 7 5700U,8GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 11,Notebook,8.2,No,80000
LTP03813,Lenovo,Ultrabook,i9-12900H,16GB,1TB SSD,Integrated,14.0,FHD,1.2,Linux,Ultrabook,8.3,No,91000
LTP03814,Avita,Business Series,Ryzen 5 5500U,16GB,1TB SSD,Integrated,14.0,FHD,1.7,Linux,Business Series,5.9,No,69000
LTP03815,Realme,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 4060 8GB,17.3,FHD,2.6,Windows 11,Gaming Series,3.2,No,141000
LTP03816,Microsoft,Notebook,i7-1255U,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,macOS,Notebook,8.2,No,123000
LTP03817,Avita,Ultrabook,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,Linux,Ultrabook,8.1,No,34000
LTP03818,MSI,Netbook,i3-1215U,4GB,512GB HDD,Integrated,13.3,HD,1.1,DOS,Netbook,6.3,Yes,41000
LTP03819,Apple,Netbook,Apple M2,4GB,256GB HDD,Integrated,13.3,Retina,1.0,macOS,Netbook,15.3,Yes,47685
LTP03820,HP,Ultrabook,i3-1215U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.2,Linux,Ultrabook,8.4,No,53000
LTP03821,HP,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 3060 6GB,17.3,4K,2.8,Windows 10,Gaming Series,4.1,No,128000
LTP03822,MSI,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,GTX 1650 4GB,15.6,QHD,2.4,macOS,Gaming Series,3.0,Yes,141000
LTP03823,Apple,Ultrabook,Apple M1,16GB,512GB SSD,Integrated,13.3,Retina,1.3,macOS,Ultrabook,14.2,No,118000
LTP03824,Avita,Netbook,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.1,Windows 11,Netbook,8.9,No,21000
LTP03825,Microsoft,Notebook,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.3,Windows 10,Notebook,8.3,Yes,111000
LTP03826,Dell,Ultrabook,i3-1115G4,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.7,macOS,Ultrabook,6.9,Yes,67000
LTP03827,Infinix,Notebook,i3-1215U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Notebook,8.6,No,35000
LTP03828,Lenovo,Notebook,Ryzen 9 5900HS,16GB,512GB SSD,MX550 2GB,14.0,HD,2.0,Windows 11,Notebook,9.5,No,74000
LTP03829,Samsung,Notebook,i7-12700H,8GB,1TB SSD,Integrated,15.6,FHD,1.5,macOS,Notebook,9.0,No,84000
LTP03830,Realme,Ultrabook,i7-12700H,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.4,macOS,Ultrabook,8.2,No,65000
LTP03831,Realme,Ultrabook,Ryzen 7 5800H,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.7,Windows 11,Ultrabook,5.6,No,47000
LTP03832,HP,Ultrabook,i5-1135G7,8GB,512GB SSD,MX550 2GB,13.3,FHD,1.9,Windows 11,Ultrabook,9.4,No,54000
LTP03833,MSI,Notebook,i7-1255U,16GB,256GB SSD,Integrated,15.6,QHD,2.0,Windows 11,Notebook,7.7,No,113000
LTP03834,Acer,Netbook,Ryzen 3 3250U,4GB,256GB SSD,Integrated,13.3,FHD,1.1,DOS,Netbook,8.4,No,21000
LTP03835,MSI,Netbook,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,HD,1.2,Windows 11,Netbook,9.1,Yes,20106
LTP03836,HP,Notebook,i5-1135G7,16GB,1TB SSD,Integrated,15.6,FHD,1.7,Windows 11,Notebook,8.9,No,70000
LTP03837,Acer,Notebook,Ryzen 9 5900HX,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.9,Windows 11,Notebook,8.6,No,66000
LTP03838,Microsoft,Business Series,i5-12500H,16GB,1TB SSD,Integrated,14.0,QHD,2.1,macOS,Business Series,9.7,No,123000
LTP03839,Apple,Notebook,Apple M2,16GB,512GB SSD,Integrated,15.6,Retina,2.3,macOS,Notebook,12.1,No,133000
LTP03840,Infinix,Ultrabook,i5-12500H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.1,macOS,Ultrabook,7.7,No,43000
LTP03841,ASUS,Gaming Series,i7-12700H,32GB,512GB SSD,GTX 1650 4GB,16.0,FHD,2.1,Windows 11,Gaming Series,5.4,No,120000
LTP03842,ASUS,Notebook,Ryzen 5 5500U,8GB,256GB SSD,Integrated,15.6,QHD,2.0,macOS,Notebook,7.1,No,51000
LTP03843,Acer,Notebook,i7-12700H,8GB,256GB SSD,Integrated,14.0,FHD,1.8,Linux,Notebook,7.7,No,60000
LTP03844,Dell,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.2,Windows 10,Gaming Series,3.6,No,138000
LTP03845,ASUS,Netbook,i3-1215U,4GB,512GB HDD,Integrated,11.6,HD,1.4,Linux,Netbook,9.4,No,23000
LTP03846,ASUS,Notebook,i5-1235U,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.1,macOS,Notebook,8.2,Yes,55000
LTP03847,ASUS,Netbook,i3-1215U,4GB,512GB HDD,Integrated,13.3,HD,1.5,Windows 10,Netbook,8.4,No,23000
LTP03848,Microsoft,Netbook,Ryzen 3 3250U,8GB,256GB SSD,Integrated,11.6,FHD,1.3,Linux,Netbook,7.2,No,35077
LTP03849,Acer,Netbook,i3-1115G4,4GB,512GB HDD,Integrated,11.6,HD,1.1,Windows 11,Netbook,6.5,No,17000
LTP03850,MSI,Business Series,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.1,Windows 11,Business Series,8.0,No,98000
LTP03851,Microsoft,Netbook,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.3,macOS,Netbook,7.6,No,29984
LTP03852,Infinix,Ultrabook,Ryzen 7 5800H,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.1,Windows 11,Ultrabook,6.7,No,66000
LTP03853,Dell,Business Series,i3-1215U,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Business Series,8.0,No,78000
LTP03854,Acer,Notebook,i7-1255U,8GB,512GB SSD,Integrated,14.0,FHD,1.6,Windows 11,Notebook,8.5,No,63000
LTP03855,Dell,Netbook,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,HD,1.4,Windows 10,Netbook,7.2,No,21000
LTP03856,Dell,Ultrabook,i3-1115G4,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,2.0,Windows 10,Ultrabook,8.4,No,60000
LTP03857,Acer,Notebook,i7-1255U,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.1,Windows 11,Notebook,8.7,No,62000
LTP03858,Realme,Business Series,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.1,Windows 10,Business Series,6.4,No,47000
LTP03859,Realme,Ultrabook,Ryzen 5 5600H,8GB,512GB SSD,GTX 1650 4GB,13.3,HD,1.1,macOS,Ultrabook,8.2,No,48000
LTP03860,MSI,Netbook,i3-1215U,8GB,256GB HDD,Integrated,11.6,HD,1.4,Windows 11,Netbook,8.3,Yes,48000
LTP03861,ASUS,Netbook,i3-1115G4,4GB,256GB HDD,Integrated,11.6,HD,0.9,macOS,Netbook,8.7,No,22000
LTP03862,Samsung,Ultrabook,i3-1115G4,8GB,1TB SSD,Integrated,14.0,QHD,1.6,Linux,Ultrabook,5.9,No,64000
LTP03863,Samsung,Notebook,i5-1235U,8GB,256GB SSD,Integrated,14.0,FHD,1.8,macOS,Notebook,9.6,No,58000
LTP03864,Acer,Business Series,i5-1135G7,8GB,512GB SSD,Integrated,15.6,FHD,2.0,Windows 11,Business Series,9.9,No,59000
LTP03865,Lenovo,Notebook,Ryzen 7 5700U,8GB,256GB SSD,Integrated,14.0,QHD,2.0,Windows 11,Notebook,8.3,No,60000
LTP03866,ASUS,Notebook,Ryzen 5 5600H,16GB,1TB SSD,Integrated,15.6,FHD,1.8,macOS,Notebook,7.1,No,64000
LTP03867,HP,Gaming Series,i9-12900H,16GB,2TB SSD,RTX 3050 4GB,15.6,QHD,2.5,macOS,Gaming Series,5.5,No,136000
LTP03868,Lenovo,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.4,Linux,Gaming Series,3.9,No,134000
LTP03869,Apple,Notebook,Apple M2 Pro,4GB,1TB SSD,Integrated,14.0,Retina,2.3,macOS,Notebook,13.7,No,147000
LTP03870,Infinix,Ultrabook,Ryzen 3 3250U,8GB,512GB SSD,Integrated,13.3,HD,1.9,macOS,Ultrabook,9.4,Yes,31000
LTP03871,Lenovo,Ultrabook,i3-1115G4,8GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.1,Windows 11,Ultrabook,9.7,No,48000
LTP03872,MSI,Business Series,i7-1255U,16GB,512GB SSD,Integrated,15.6,4K,1.7,Linux,Business Series,6.6,No,119000
LTP03873,MSI,Ultrabook,Ryzen 9 5900HS,16GB,512GB SSD,MX550 2GB,13.3,FHD,1.5,Linux,Ultrabook,8.5,Yes,110000
LTP03874,Infinix,Notebook,i9-12900H,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.2,Windows 11,Notebook,5.0,No,89000
LTP03875,Samsung,Notebook,Ryzen 5 5600H,16GB,512GB SSD,MX550 2GB,15.6,HD,2.1,Windows 10,Notebook,6.8,No,79000
LTP03876,Infinix,Notebook,i7-12700H,32GB,256GB SSD,MX550 2GB,15.6,FHD,1.6,macOS,Notebook,5.8,No,91000
LTP03877,Infinix,Netbook,i3-1215U,4GB,256GB HDD,Integrated,13.3,HD,1.3,Windows 10,Netbook,6.8,No,9000
LTP03878,Samsung,Ultrabook,i3-1215U,8GB,256GB SSD,Integrated,13.3,FHD,1.7,macOS,Ultrabook,7.4,No,49000
LTP03879,Infinix,Notebook,i7-1255U,8GB,256GB SSD,Integrated,14.0,QHD,2.2,Windows 10,Notebook,8.1,No,59000
LTP03880,Apple,Gaming Series,Apple M1,32GB,512GB SSD,Integrated,15.6,Retina,2.8,macOS,Gaming Series,12.2,No,137000
LTP03881,ASUS,Notebook,i5-12500H,16GB,1TB SSD,Integrated,14.0,FHD,1.6,Windows 11,Notebook,6.2,No,77000
LTP03882,Samsung,Gaming Series,Ryzen 7 5800H,32GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.4,Windows 11,Gaming Series,5.9,No,151000
LTP03883,ASUS,Netbook,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.1,DOS,Netbook,8.7,No,27000
LTP03884,Samsung,Notebook,i3-1115G4,16GB,512GB SSD,Integrated,15.6,FHD,2.3,Linux,Notebook,7.8,No,63000
LTP03885,Avita,Notebook,Ryzen 9 5900HX,4GB,1TB SSD,Integrated,14.0,FHD,2.1,Linux,Notebook,7.6,No,56000
LTP03886,Realme,Notebook,i7-11800H,16GB,256GB SSD,Integrated,15.6,FHD,1.7,Windows 10,Notebook,6.0,No,73000
LTP03887,Samsung,Gaming Series,i9-12900H,32GB,1TB SSD,GTX 1650 4GB,15.6,FHD,2.7,macOS,Gaming Series,4.8,No,163000
LTP03888,Dell,Notebook,Ryzen 9 5900HX,16GB,256GB SSD,MX550 2GB,15.6,HD,1.8,macOS,Notebook,6.1,No,80000
LTP03889,Lenovo,Notebook,i3-1215U,16GB,1TB SSD,Integrated,14.0,HD,1.9,macOS,Notebook,6.0,Yes,65000
LTP03890,Apple,Ultrabook,Apple M1 Pro,4GB,256GB SSD,Integrated,13.3,Retina,1.2,macOS,Ultrabook,17.1,No,106000
LTP03891,Infinix,Netbook,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.2,DOS,Netbook,10.0,No,11000
LTP03892,Acer,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 3070 8GB,17.3,FHD,2.7,macOS,Gaming Series,5.3,No,116000
LTP03893,Avita,Notebook,Ryzen 3 3250U,16GB,1TB SSD,Integrated,14.0,QHD,2.2,macOS,Notebook,5.3,No,53000
LTP03894,ASUS,Gaming Series,i9-12900H,32GB,2TB SSD,RTX 3060 6GB,17.3,FHD,2.5,Windows 11,Gaming Series,3.3,No,161000
LTP03895,HP,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 3060 6GB,16.0,FHD,2.1,Windows 11,Gaming Series,3.3,No,100000
LTP03896,Microsoft,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3070 8GB,15.6,FHD,2.7,macOS,Gaming Series,3.6,No,157000
LTP03897,Samsung,Ultrabook,Ryzen 7 5800H,32GB,256GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Ultrabook,9.9,No,94000
LTP03898,Microsoft,Notebook,i5-1235U,16GB,1TB SSD,Integrated,14.0,FHD,2.2,Windows 11,Notebook,5.5,No,105000
LTP03899,Dell,Notebook,i7-11800H,16GB,1TB SSD,MX550 2GB,15.6,HD,1.8,macOS,Notebook,7.1,No,98000
LTP03900,Dell,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 3070 8GB,15.6,FHD,2.0,Linux,Gaming Series,3.8,No,120000
LTP03901,HP,Notebook,i3-1215U,8GB,512GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,9.6,No,45000
LTP03902,Microsoft,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 4060 8GB,15.6,4K,2.4,macOS,Gaming Series,3.4,No,158000
LTP03903,HP,Ultrabook,Ryzen 5 5600H,8GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.4,Linux,Ultrabook,5.7,No,60000
LTP03904,Samsung,Notebook,i9-12900H,16GB,512GB SSD,Integrated,14.0,FHD,2.3,Linux,Notebook,9.8,No,107000
LTP03905,HP,Ultrabook,i7-1255U,16GB,256GB SSD,Integrated,13.3,FHD,1.4,Windows 11,Ultrabook,9.9,No,72000
LTP03906,Samsung,Notebook,Ryzen 5 5500U,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 11,Notebook,5.2,No,70000
LTP03907,Samsung,Notebook,i7-1255U,8GB,512GB SSD,MX550 2GB,15.6,HD,1.8,Linux,Notebook,7.0,No,71000
LTP03908,Samsung,Gaming Series,i5-12500H,16GB,1TB SSD,GTX 1650 4GB,17.3,QHD,2.0,Windows 10,Gaming Series,4.0,No,117000
LTP03909,Apple,Ultrabook,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.2,macOS,Ultrabook,16.3,No,140000
LTP03910,MSI,Notebook,i3-1115G4,8GB,1TB SSD,Integrated,15.6,FHD,2.2,Windows 11,Notebook,7.1,No,73000
LTP03911,Avita,Ultrabook,Ryzen 9 5900HX,16GB,256GB SSD,Integrated,13.3,HD,1.6,Windows 11,Ultrabook,8.3,No,61000
LTP03912,Lenovo,Gaming Series,i5-12500H,32GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.2,Windows 10,Gaming Series,4.7,No,111000
LTP03913,Samsung,Business Series,Ryzen 7 5700U,16GB,2TB SSD,GTX 1650 4GB,14.0,HD,1.7,macOS,Business Series,9.4,No,118000
LTP03914,Lenovo,Gaming Series,Ryzen 7 5800H,32GB,2TB SSD,GTX 1650 4GB,16.0,QHD,2.1,Linux,Gaming Series,5.8,No,141000
LTP03915,Acer,Netbook,i3-1215U,8GB,512GB HDD,Integrated,11.6,HD,1.2,DOS,Netbook,7.1,No,22000
LTP03916,Lenovo,Netbook,i3-1215U,8GB,256GB HDD,MX550 2GB,13.3,FHD,1.2,Windows 10,Netbook,8.8,No,33000
LTP03917,Infinix,Business Series,i7-11800H,16GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.0,Windows 11,Business Series,7.3,No,85000
LTP03918,Avita,Ultrabook,i5-1235U,8GB,256GB SSD,MX550 2GB,14.0,HD,1.0,Windows 11,Ultrabook,7.7,No,45000
LTP03919,Apple,Notebook,Apple M2 Pro,8GB,512GB SSD,Integrated,14.0,Retina,1.9,macOS,Notebook,17.7,No,145000
LTP03920,Microsoft,Ultrabook,Ryzen 5 5600H,32GB,1TB SSD,GTX 1650 4GB,13.3,HD,1.9,Linux,Ultrabook,5.6,No,130000
LTP03921,Dell,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.4,Windows 10,Netbook,9.2,No,35000
LTP03922,Infinix,Notebook,i5-1135G7,8GB,256GB SSD,Integrated,15.6,FHD,1.7,macOS,Notebook,6.8,No,41000
LTP03923,ASUS,Netbook,i3-1115G4,4GB,512GB HDD,Integrated,11.6,HD,1.1,Linux,Netbook,7.2,No,23000
LTP03924,ASUS,Business Series,i7-1255U,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.0,Windows 10,Business Series,7.8,No,122000
LTP03925,Infinix,Ultrabook,i3-1215U,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.4,Linux,Ultrabook,7.3,No,58000
LTP03926,HP,Gaming Series,i7-12700H,32GB,512GB SSD,RTX 3070 8GB,17.3,FHD,2.1,macOS,Gaming Series,5.9,No,149000
LTP03927,Lenovo,Ultrabook,Ryzen 5 5500U,32GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.8,Linux,Ultrabook,6.5,Yes,94000
LTP03928,MSI,Ultrabook,i3-1215U,8GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.9,macOS,Ultrabook,9.4,Yes,68000
LTP03929,Apple,Ultrabook,Apple M2,16GB,1TB SSD,Integrated,13.3,Retina,1.3,macOS,Ultrabook,14.8,No,121000
LTP03930,Samsung,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 4060 8GB,15.6,FHD,2.6,Windows 10,Gaming Series,4.6,No,141000
LTP03931,Lenovo,Notebook,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.8,Linux,Notebook,7.7,No,63000
LTP03932,HP,Business Series,i7-11800H,16GB,2TB SSD,Integrated,14.0,FHD,1.9,macOS,Business Series,7.4,No,97000
LTP03933,Apple,Ultrabook,Apple M2 Pro,16GB,512GB SSD,Integrated,14.0,Retina,1.1,macOS,Ultrabook,16.2,No,136000
LTP03934,Realme,Notebook,Ryzen 5 5600H,4GB,512GB SSD,MX550 2GB,15.6,QHD,1.7,Windows 11,Notebook,5.5,No,47000
LTP03935,MSI,Notebook,i5-1135G7,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.3,macOS,Notebook,8.9,No,97000
LTP03936,HP,Business Series,i3-1115G4,16GB,1TB SSD,Integrated,14.0,FHD,2.2,Windows 11,Business Series,9.7,No,74000
LTP03937,Avita,Ultrabook,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,13.3,QHD,1.3,Linux,Ultrabook,8.5,No,84000
LTP03938,Samsung,Ultrabook,i7-11800H,8GB,256GB SSD,Integrated,14.0,FHD,1.3,Linux,Ultrabook,7.7,No,66000
LTP03939,HP,Netbook,i3-1115G4,4GB,256GB SSD,Integrated,11.6,HD,1.0,Windows 11,Netbook,8.5,No,24000
LTP03940,Dell,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Ultrabook,5.5,Yes,84000
LTP03941,Apple,Ultrabook,Apple M2 Pro,8GB,256GB SSD,Integrated,14.0,Retina,1.4,macOS,Ultrabook,17.2,No,130000
LTP03942,Infinix,Notebook,Ryzen 5 5600H,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Notebook,9.8,No,43000
LTP03943,Apple,Notebook,Apple M2,8GB,256GB SSD,Integrated,15.6,Retina,2.1,macOS,Notebook,12.5,No,107000
LTP03944,Dell,Notebook,i5-11400H,16GB,1TB SSD,Integrated,15.6,FHD,1.8,Windows 10,Notebook,7.2,No,72000
LTP03945,Avita,Notebook,i7-1255U,8GB,1TB SSD,Integrated,14.0,FHD,2.2,Windows 11,Notebook,6.2,No,64000
LTP03946,Acer,Ultrabook,i9-12900H,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.8,macOS,Ultrabook,7.5,No,107000
LTP03947,Samsung,Gaming Series,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3060 6GB,17.3,FHD,2.0,macOS,Gaming Series,3.4,No,122000
LTP03948,Realme,Ultrabook,Ryzen 5 5500U,4GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.5,Windows 10,Ultrabook,6.0,Yes,45000
LTP03949,MSI,Notebook,Ryzen 3 3250U,32GB,512GB SSD,Integrated,15.6,4K,2.3,Linux,Notebook,5.4,No,120000
LTP03950,Lenovo,Ultrabook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.1,Windows 11,Ultrabook,5.4,No,41000
LTP03951,HP,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.4,Windows 11,Netbook,8.9,No,24000
LTP03952,ASUS,Ultrabook,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,Linux,Ultrabook,8.6,Yes,45000
LTP03953,Samsung,Ultrabook,i7-11800H,8GB,512GB SSD,Integrated,14.0,FHD,2.0,Windows 11,Ultrabook,6.1,No,77000
LTP03954,ASUS,Notebook,i9-12900H,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,macOS,Notebook,7.7,No,85000
LTP03955,MSI,Gaming Series,i9-12900H,64GB,1TB SSD,RTX 4050 6GB,15.6,FHD,2.1,macOS,Gaming Series,3.4,No,209000
LTP03956,Apple,Business Series,Apple M1 Pro,32GB,2TB SSD,Integrated,14.0,Retina,2.1,macOS,Business Series,13.0,No,179000
LTP03957,HP,Notebook,i5-12500H,4GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,macOS,Notebook,8.5,No,56000
LTP03958,Avita,Notebook,i7-11800H,8GB,512GB SSD,MX550 2GB,15.6,HD,1.7,macOS,Notebook,5.6,No,61000
LTP03959,MSI,Gaming Series,Ryzen 7 5800H,32GB,512GB SSD,GTX 1650 4GB,16.0,QHD,2.3,Windows 11,Gaming Series,5.2,No,135000
LTP03960,Acer,Business Series,Ryzen 9 5900HX,16GB,2TB SSD,MX550 2GB,14.0,FHD,1.5,macOS,Business Series,9.3,No,100000
LTP03961,Infinix,Ultrabook,Ryzen 5 5600H,8GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.1,Windows 11,Ultrabook,5.8,No,43000
LTP03962,Dell,Notebook,Ryzen 7 5800H,8GB,512GB SSD,Integrated,15.6,FHD,1.9,Windows 11,Notebook,6.9,No,56000
LTP03963,Infinix,Ultrabook,i5-1235U,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.1,Linux,Ultrabook,7.9,No,62000
LTP03964,HP,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.8,Linux,Gaming Series,4.1,No,115000
LTP03965,Microsoft,Ultrabook,Ryzen 5 5500U,16GB,1TB SSD,Integrated,14.0,FHD,1.8,Linux,Ultrabook,5.6,No,100000
LTP03966,Acer,Ultrabook,i7-1255U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.9,macOS,Ultrabook,6.0,Yes,83000
LTP03967,Apple,Notebook,Apple M2 Pro,16GB,1TB SSD,Integrated,15.6,Retina,1.9,macOS,Notebook,14.6,Yes,152000
LTP03968,ASUS,Notebook,i3-1115G4,4GB,1TB SSD,MX550 2GB,15.6,FHD,2.2,Windows 11,Notebook,9.8,No,50000
